Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
GDP (current US$),NY.GDP.MKTP.CD,Italy,ITA,40385288344.1911,44842760293.1924,50383891898.9911,57710743059.8341,63175417019.0094,67978153850.5191,73654870011.2757,81133120065.4202,87942231678.3505,97085082807.3751,113021271995.043,124261125468.165,144780887782.205,174913182331.451,198906210777.017,226944777283.511,223976030937.427,256746610489.357,314019078256.902,392378584945.234,475682506443.59,429282143246.466,425863251968.504,441580962901.581,436443280912.497,450725816042.998,638273986102.091,803055418882.581,888667913418.625,925598068021.451,1177326294440.85,1242109397533.95,1315806985860.17,1061445225790.57,1095590833693.56,1170787352906.22,1308929351236.04,1239050932241.93,1266309245009.48,1248563179203.07,1141759996314.72,1162317852348.99,1266510634293.24,1569649661399.55,1798314750434.57,1852661982340.5,1942633797516,2203053380782.92,2390729163615.06,2185160183384.27,2125058244242.92,2276292404600.52,2072823157059.76,2130491320658.68,2151732868243.21,1832273032580.67,1869117192194.75,1943835376341.56,..
GDP (current US$),NY.GDP.MKTP.CD,Malaysia,MYS,1916241996.60264,1901868548.28172,2001502678.6881,2510126747.68065,2674441395.53116,2956356984.18921,3143538481.64119,3188945511.56409,3330393309.81315,3664575983.27453,3864170913.36731,4244340333.51899,5043268548.73032,7662996766.66803,9496074114.07918,9298800799.46702,11050125904.9418,13139397879.1695,16358376511.2263,21213672089.1976,24488033442.0506,25004557093.8761,26804401815.5348,30346788437.5135,33943505717.6993,31200161095.4491,27734562640.4277,32181695507.2234,35271880250.4964,38848567631.4235,44024178343.0071,49142784405.0044,59167157497.9385,66894448545.1226,74477975918.3051,88704944178.6284,100854996422.609,100005323301.867,72167753770.8928,79148947368.4211,93789736842.1053,92783947368.4211,100845263157.895,110202368421.053,124749736842.105,143534102611.497,162690965596.205,193547824063.3,230813597937.526,202257586267.556,255016609232.871,297951960784.314,314443149443.149,323277158906.979,338061963396.376,296636282166.176,296752886724.682,314710259510.743,..
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,13040000000,14160000000,15200000000,16960000000,20080000000,21840000000,24320000000,26560000000,29360000000,32480000000,35520000000,39200000000,45200000000,55280000000,72000000000,88000000000,89025974025.974,81814159292.0354,102500000000,134561403508.772,205139086956.522,263959336734.694,184609157801.418,156159198584.513,184261495828.367,195219789801.479,134550096436.744,147540738281.817,181611549975.804,221400669713.589,261253582805.945,313142768436.92,363157598226.114,500736065605.341,527813238126.278,360073909243.855,410975595310.156,500413483109.175,526502129378.284,600232874042.927,707906744574.644,756706300589.791,772106378935.377,729336319677.449,782240601984.76,877476221382.101,975387131716.089,1052696282278.87,1109989063586.62,900045350649.351,1057801295584.05,1180489601957.61,1201089987015.45,1274443084716.57,1314563967425.24,1170564619927.69,1077779580638.77,1150887823404.18,..
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,6684568805.06881,7256966966.22556,4399827767.96704,4875309866.34017,5271404668.36735,5784398976.9821,6371459304.41018,6809134235.54298,7591603053.43511,8408229699.14295,6687204834.3687,7408305735.65309,8017468688.2004,10082885603.0668,13781139969.6519,14893969287.6557,17097563270.2982,19648106122.0079,22706155475.3048,27502168726.9573,32450541843.0652,35646416952.5425,37140163934.4262,33212180658.1659,31408492876.691,30734335448.9905,29868339080.8263,33195933429.6008,37885440418.6834,42575183905.5606,44311593755.7845,45417561302.2497,52976344928.9564,54368083953.1119,64084460124.4644,74119987244.5011,82848140618.0266,82344260570.6685,72207028767.7598,82995145792.9341,81026300310.0109,76262072467.3776,81357605641.8544,83908206647.9347,91371242495.0794,103071582125.968,122210716311.048,149359918059.998,174195136253.393,168334601260.075,199590775190.258,224143083706.777,250092092998.143,271836123723.678,284584522898.872,292774099013.687,304889079564.142,313595208736.66,..
GDP (current US$),NY.GDP.MKTP.CD,United States,USA,543300000000,563300000000,605100000000,638600000000,685800000000,743700000000,815000000000,861700000000,942500000000,1019900000000,1075884000000,1167770000000,1282449000000,1428549000000,1548825000000,1688923000000,1877587000000,2085951000000,2356571000000,2632143000000,2862505000000,3210956000000,3344991000000,3638137000000,4040693000000,4346734000000,4590155000000,4870217000000,5252629000000,5657693000000,5979589000000,6174043000000,6539299000000,6878718000000,7308755000000,7664060000000,8100201000000,8608515000000,9089168000000,9660624000000,10284779000000,10621824000000,10977514000000,11510670000000,12274928000000,13093726000000,13855888000000,14477635000000,14718582000000,14418739000000,14992052000000,15542582000000,16197007000000,16784851000000,17521747000000,18219297000000,18707189000000,19485394000000,..
GDP (current US$),NY.GDP.MKTP.CD,United Kingdom,GBR,72328047042.1588,76694360635.9159,80601939635.2483,85443766670.4279,93387598813.9269,100595782309.165,107090721447.057,111185383409.521,104702736248.084,112676874821.987,130671946244.3,148113896325.14,169965034965.035,192537971582.558,206131369798.971,241756637168.142,232614555256.065,263066457352.172,335883029721.956,438994070309.191,564947710899.373,540765675241.158,515048916841.37,489618008185.539,461487097632.349,489285164271.047,601452653180.885,745162608269.325,910122732123.799,926884816753.927,1093169389204.55,1142797178130.51,1179659529659.53,1061388722255.55,1140489745944.29,1335218557677.13,1408781591263.65,1552483628028.81,1638511096389.53,1665623685487.79,1647951278559.54,1621510004318.41,1768408273381.29,2038395102040.82,2398555474185.28,2520701818181.82,2692612695492.18,3074359743897.56,2890564338235.29,2382825985355.97,2452899665124.47,2634895693131.3,2676605417645.99,2753565033773.77,3034729456047.18,2896420586534.4,2659238931670.25,2637866340434.13,..
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,554713455149.502,506500173960.269,516814274021.956,517962962962.963,460290556900.726,435083713850.837,395077301248.464,395537185734.854,391724890744.498,404928954191.876,270955486862.442,195907128350.934,259710142196.943,306602070620.5,345470494417.863,430347770733.155,591016690742.937,764017107993.346,989930542278.684,1299705764824.48,1660846387626,1222644282200.48,1524917468442.6,2051661732059.47,2210256976944.75,2297128039058.16,2063662665172.51,1363705265460.57,1282663609770.69,1578417211936.87,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.6408233642578,91.1236724853516,91.6060180664063,92.0853042602539,92.5584716796875,93.0224609375,93.4742126464844,93.9106750488281,94.3287734985352,94.7254638671875,95.0992050170898,95.5110634674458,95.7975082397461,96.1342086791992,96.4706802368164,96.8129959106445,97.1672210693359,97.5394134521484,97.9341278076172,98.3633651733398,98.82,99.2161636352539,99.5844116210938,99.8371276855469,99.9592437744141,99.9952087402344,100,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.538681,98.1705322265625,97.523788,98.033975,98.4824523925781,98.589696,98.915038,99.056926,99.137016,99.186252,98.9981689453125,99.215119,99.426994,99.504184,99.585301,99.634816,99.708742,99.781449,99.821747,99.85168,99.8341522216797,99.898571,99.927418,99.935013,99.945554,99.956197,100,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.2594985961914,99.3221130371094,99.3842163085938,99.4451293945313,99.5039520263672,99.5596771240234,99.6112747192383,99.657730102539,99.698127746582,99.7319412231445,100,99.7822723388672,99.8025512695313,99.8230514526367,99.846565246582,99.8756866455078,99.9111175537109,99.9483032226563,99.9779815673828,99.9940795898438,100,100,100,100,100,100,100,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,India,IND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.7758331298828,83.3821182250977,83.9882278442383,82.8,85.1963272094727,85.796257019043,86.3920669555664,86.9827194213867,87.5671844482422,91.3,88.7140884399414,87.6,89.8399200439453,90.401725769043,90.9665603637695,91.537223815918,93.1,92.7073287963867,93.3116302490235,96.1,94,92.9,96.1,96.4849090576172,97.1374206542969,97.5,98.4463119506836,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.814338684082,87.6,92.5520553588867,92.9197998046875,94.6,93.6480712890625,94.0065383911133,97.5,94.7069778442383,95.0468902587891,95.3792037963867,95.7060852050781,96.0303497314453,98.1,96.6823196411133,97.0156402587891,97.3576202392578,98.2,98.0872344970703,98.9,98.96,99.35,99.2,99.6731650809369,99.74,99.8313935861281,100,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.1004486083984,96.2995223999023,96.4984283447266,96.6963043212891,96.8921127319336,97.084831237793,97.2734298706055,97.4568710327148,97.6341323852539,97.8041763305664,97.9666213989258,98.1216888427734,98.2781829833984,98.4348983764649,98.5946350097656,98.7601928710937,98.9342575073242,99.1190338134766,99.3156967163086,99.9,99.7172088623047,99.8712692260742,99.9,99.9926605224609,99.9994659423828,100,100,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.942985534668,98.9900665283203,98.584698,99.0820159912109,99.25589,99.1654815673828,99.076735,99.2324676513672,99.17507,99.2756042480469,99.430718,99.2948608398438,99.526178,99.3045654296875,99.390082,99.605581,99.705865,99.3816680908203,99.725953,99.4832305908203,99.703549,99.626579284668,99.650006,99.797233581543,99.63725,99.3,100,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.3545379638672,85.8029937744141,86.2512817382813,83.7,87.1437225341797,87.585823059082,88.023796081543,88.4566192626953,91.1,90.1387028775341,89.7145080566406,90.1209030151367,90.5246810913086,92,91.3356628417969,91.7484970092774,92.1699905395508,92.6029434204102,93.7,93.5083923339844,93.9780807495117,94.4566879272461,94.9424438476563,94.1,95.928237915039,95.91,96.9214706420898,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
